subject	fissure	mask	space	distances
sub-37	2	cerebellar_mask	DeCon	1.6523399485674308
sub-38	2	cerebellar_mask	DeCon	1.7051614521615994
sub-39	2	cerebellar_mask	DeCon	1.8431006717869018
sub-40	2	cerebellar_mask	DeCon	2.523405758241586
sub-41	2	cerebellar_mask	DeCon	1.9068659925026274
sub-42	2	cerebellar_mask	DeCon	1.8266102537404731
sub-43	2	cerebellar_mask	DeCon	4.578955988586933
sub-44	2	cerebellar_mask	DeCon	1.930383997014204
sub-45	2	cerebellar_mask	DeCon	1.6777835487831783
sub-46	2	cerebellar_mask	DeCon	1.4995888986424306
sub-47	2	cerebellar_mask	DeCon	1.590320583518778
sub-48	2	cerebellar_mask	DeCon	1.6264924549570263
sub-49	2	cerebellar_mask	DeCon	2.0134365507907996
sub-50	2	cerebellar_mask	DeCon	3.6423209548596795
sub-51	2	cerebellar_mask	DeCon	1.6734499293784024
sub-52	2	cerebellar_mask	DeCon	2.3735698777796346
sub-53	2	cerebellar_mask	DeCon	1.5022402217156727
sub-54	2	cerebellar_mask	DeCon	1.493307268189864
sub-55	2	cerebellar_mask	DeCon	2.0206819433814087
sub-56	2	cerebellar_mask	DeCon	1.4152698130349972
sub-57	2	cerebellar_mask	DeCon	1.887891648615405
sub-58	2	cerebellar_mask	DeCon	1.6030157622125325
sub-59	2	cerebellar_mask	DeCon	1.5561811111917827
sub-60	2	cerebellar_mask	DeCon	1.5295889939964549
sub-61	2	cerebellar_mask	DeCon	2.0158904866433565
sub-62	2	cerebellar_mask	DeCon	1.559810571053012
sub-63	2	cerebellar_mask	DeCon	1.8310835328430493
sub-64	2	cerebellar_mask	DeCon	1.9435151455711959
sub-65	2	cerebellar_mask	DeCon	1.5200058362384197
sub-66	2	cerebellar_mask	DeCon	1.819300547693036
sub-67	2	cerebellar_mask	DeCon	1.9280932470988272
sub-68	2	cerebellar_mask	DeCon	1.8631561795328042
sub-69	2	cerebellar_mask	DeCon	1.6610375738549557
sub-70	2	cerebellar_mask	DeCon	1.5030472469760843
sub-71	2	cerebellar_mask	DeCon	1.6054912402797903
sub-72	2	cerebellar_mask	DeCon	1.9851352535927502
sub-73	2	cerebellar_mask	DeCon	1.4744826088572394
sub-74	2	cerebellar_mask	DeCon	1.9863661384981997
sub-75	2	cerebellar_mask	DeCon	1.818330156539011
sub-76	2	cerebellar_mask	DeCon	1.5941110699027177
sub-77	2	cerebellar_mask	DeCon	1.499751074699539
sub-78	2	cerebellar_mask	DeCon	1.6917419497204702
sub-79	2	cerebellar_mask	DeCon	1.6394486039240868
sub-80	2	cerebellar_mask	DeCon	1.7250974746438568
sub-01	2	cerebellar_mask	mni_ants	4.494510153943369
sub-02	2	cerebellar_mask	mni_ants	3.610353366215196
sub-03	2	cerebellar_mask	mni_ants	3.2383670492190944
sub-04	2	cerebellar_mask	mni_ants	2.6901536569280022
sub-05	2	cerebellar_mask	mni_ants	3.22958224508229
sub-06	2	cerebellar_mask	mni_ants	3.796319830350277
sub-07	2	cerebellar_mask	mni_ants	3.247988091670404
sub-08	2	cerebellar_mask	mni_ants	3.0333346737491733
sub-09	2	cerebellar_mask	mni_ants	3.0436221758152757
sub-10	2	cerebellar_mask	mni_ants	2.888234594299028
sub-11	2	cerebellar_mask	mni_ants	2.5341217316945404
sub-12	2	cerebellar_mask	mni_ants	3.3421167378401435
sub-13	2	cerebellar_mask	mni_ants	3.6429107796183358
sub-14	2	cerebellar_mask	mni_ants	4.232341551907538
sub-15	2	cerebellar_mask	mni_ants	2.8082963631493403
sub-16	2	cerebellar_mask	mni_ants	3.6210016347718703
sub-17	2	cerebellar_mask	mni_ants	3.1022593883411798
sub-18	2	cerebellar_mask	mni_ants	4.890581055586574
sub-19	2	cerebellar_mask	mni_ants	3.532943106160134
sub-20	2	cerebellar_mask	mni_ants	3.7051576984880352
sub-21	2	cerebellar_mask	mni_ants	3.689044650223168
sub-22	2	cerebellar_mask	mni_ants	3.2271523406183387
sub-23	2	cerebellar_mask	mni_ants	3.2303878086800304
sub-24	2	cerebellar_mask	mni_ants	2.8822426738164344
sub-25	2	cerebellar_mask	mni_ants	4.921728005594976
sub-26	2	cerebellar_mask	mni_ants	4.514503639331542
sub-27	2	cerebellar_mask	mni_ants	2.762577515426609
sub-28	2	cerebellar_mask	mni_ants	3.7259988583112076
sub-29	2	cerebellar_mask	mni_ants	4.516984708054547
sub-30	2	cerebellar_mask	mni_ants	2.494725491714115
sub-31	2	cerebellar_mask	mni_ants	2.7197200252840057
sub-32	2	cerebellar_mask	mni_ants	4.010097752241704
sub-33	2	cerebellar_mask	mni_ants	3.7269451276213466
sub-34	2	cerebellar_mask	mni_ants	4.465015502274227
sub-35	2	cerebellar_mask	mni_ants	3.228844231886844
sub-36	2	cerebellar_mask	mni_ants	3.631641225975112
sub-37	2	cerebellar_mask	mni_ants	2.7177182848685066
sub-38	2	cerebellar_mask	mni_ants	3.797367534438855
sub-39	2	cerebellar_mask	mni_ants	3.0450306305761226
sub-40	2	cerebellar_mask	mni_ants	2.938700845629449
sub-41	2	cerebellar_mask	mni_ants	3.0314947176914235
sub-42	2	cerebellar_mask	mni_ants	3.163028312864356
sub-43	2	cerebellar_mask	mni_ants	4.654812828426315
sub-44	2	cerebellar_mask	mni_ants	3.885264537623908
sub-45	2	cerebellar_mask	mni_ants	3.338276500456857
sub-46	2	cerebellar_mask	mni_ants	2.6614659102992397
sub-47	2	cerebellar_mask	mni_ants	2.715518142794477
sub-48	2	cerebellar_mask	mni_ants	3.5097440239259563
sub-49	2	cerebellar_mask	mni_ants	3.1009007991230724
sub-50	2	cerebellar_mask	mni_ants	3.701719532276283
sub-51	2	cerebellar_mask	mni_ants	2.5408644878315285
sub-52	2	cerebellar_mask	mni_ants	4.300922471065985
sub-53	2	cerebellar_mask	mni_ants	2.9250977088246426
sub-54	2	cerebellar_mask	mni_ants	2.759874889775555
sub-55	2	cerebellar_mask	mni_ants	2.796248932303319
sub-56	2	cerebellar_mask	mni_ants	2.7064450173543797
sub-57	2	cerebellar_mask	mni_ants	4.295523729590387
sub-58	2	cerebellar_mask	mni_ants	3.628977947593647
sub-59	2	cerebellar_mask	mni_ants	2.7738832462325105
sub-60	2	cerebellar_mask	mni_ants	3.1009522129078624
sub-61	2	cerebellar_mask	mni_ants	4.312927894697695
sub-62	2	cerebellar_mask	mni_ants	2.724871193727137
sub-63	2	cerebellar_mask	mni_ants	3.4661060089051476
sub-64	2	cerebellar_mask	mni_ants	3.6763480021180888
sub-65	2	cerebellar_mask	mni_ants	3.050228533521644
sub-66	2	cerebellar_mask	mni_ants	3.9820100851580773
sub-67	2	cerebellar_mask	mni_ants	3.060572075808926
sub-68	2	cerebellar_mask	mni_ants	4.231012033792477
sub-69	2	cerebellar_mask	mni_ants	3.0190058170541914
sub-70	2	cerebellar_mask	mni_ants	2.7637498900980884
sub-71	2	cerebellar_mask	mni_ants	3.3791827337265103
sub-72	2	cerebellar_mask	mni_ants	3.3977804557402522
sub-73	2	cerebellar_mask	mni_ants	2.575099655324936
sub-74	2	cerebellar_mask	mni_ants	3.4724619882007812
sub-75	2	cerebellar_mask	mni_ants	3.410644024720474
sub-76	2	cerebellar_mask	mni_ants	2.6441332011782768
sub-77	2	cerebellar_mask	mni_ants	2.611425129339668
sub-78	2	cerebellar_mask	mni_ants	2.655596464915361
sub-79	2	cerebellar_mask	mni_ants	3.258325501514399
sub-80	2	cerebellar_mask	mni_ants	3.245784647065501
sub-01	2	cerebellar_mask	suit	4.030471629755321
sub-02	2	cerebellar_mask	suit	4.667488169898756
sub-03	2	cerebellar_mask	suit	3.0192526304096483
sub-04	2	cerebellar_mask	suit	2.21116041592357
sub-05	2	cerebellar_mask	suit	2.597020810879638
sub-06	2	cerebellar_mask	suit	2.508514859506412
sub-07	2	cerebellar_mask	suit	2.6230013698499675
sub-08	2	cerebellar_mask	suit	2.7834638052786187
sub-09	2	cerebellar_mask	suit	2.282252299549846
sub-10	2	cerebellar_mask	suit	2.3604182762867802
sub-11	2	cerebellar_mask	suit	2.221067452868308
sub-12	2	cerebellar_mask	suit	2.546292456594938
sub-13	2	cerebellar_mask	suit	2.990222810328595
sub-14	2	cerebellar_mask	suit	4.277767465201645
sub-15	2	cerebellar_mask	suit	2.2739241787257205
sub-16	2	cerebellar_mask	suit	2.669843429254518
sub-17	2	cerebellar_mask	suit	3.0760512790443735
sub-18	2	cerebellar_mask	suit	3.9031549310487526
sub-19	2	cerebellar_mask	suit	3.150122622735655
sub-20	2	cerebellar_mask	suit	3.164255115840976
sub-21	2	cerebellar_mask	suit	2.9889683764271764
sub-22	2	cerebellar_mask	suit	2.8265948935124996
sub-23	2	cerebellar_mask	suit	2.0397447484993942
sub-24	2	cerebellar_mask	suit	2.840166586660042
sub-25	2	cerebellar_mask	suit	4.21929527178417
sub-26	2	cerebellar_mask	suit	2.984166228562217
sub-27	2	cerebellar_mask	suit	2.106378290349762
sub-28	2	cerebellar_mask	suit	3.1063210302681044
sub-29	2	cerebellar_mask	suit	3.967312175674419
sub-30	2	cerebellar_mask	suit	2.1244466237593693
sub-31	2	cerebellar_mask	suit	2.423221298552038
sub-32	2	cerebellar_mask	suit	2.528715914840172
sub-33	2	cerebellar_mask	suit	2.6602694469679067
sub-34	2	cerebellar_mask	suit	3.010426990315832
sub-35	2	cerebellar_mask	suit	2.589702600397932
sub-36	2	cerebellar_mask	suit	4.517661282215452
sub-37	2	cerebellar_mask	suit	2.4425063373729987
sub-38	2	cerebellar_mask	suit	2.383179409008735
sub-39	2	cerebellar_mask	suit	2.577910766689312
sub-40	2	cerebellar_mask	suit	2.6150428627390085
sub-41	2	cerebellar_mask	suit	2.8879245493878436
sub-42	2	cerebellar_mask	suit	2.4835062304487594
sub-43	2	cerebellar_mask	suit	4.697952120031139
sub-44	2	cerebellar_mask	suit	2.5745172541190384
sub-45	2	cerebellar_mask	suit	2.7297271731581807
sub-46	2	cerebellar_mask	suit	2.3277688728691603
sub-47	2	cerebellar_mask	suit	2.5506856784190766
sub-48	2	cerebellar_mask	suit	3.266609443103654
sub-49	2	cerebellar_mask	suit	3.155057090673448
sub-50	2	cerebellar_mask	suit	3.4359536181568773
sub-51	2	cerebellar_mask	suit	2.507317067086219
sub-52	2	cerebellar_mask	suit	3.459199360783284
sub-53	2	cerebellar_mask	suit	2.3073781170999395
sub-54	2	cerebellar_mask	suit	2.326061477065662
sub-55	2	cerebellar_mask	suit	3.5840061304282265
sub-56	2	cerebellar_mask	suit	2.3729587938048295
sub-57	2	cerebellar_mask	suit	2.781357802383211
sub-58	2	cerebellar_mask	suit	2.512082758230944
sub-59	2	cerebellar_mask	suit	2.2827973495965024
sub-60	2	cerebellar_mask	suit	2.276139869598419
sub-61	2	cerebellar_mask	suit	3.0183808261754663
sub-62	2	cerebellar_mask	suit	2.4683025294064795
sub-63	2	cerebellar_mask	suit	2.9794528169471763
sub-64	2	cerebellar_mask	suit	2.916026194585741
sub-65	2	cerebellar_mask	suit	2.4497952280722677
sub-66	2	cerebellar_mask	suit	3.203464071872502
sub-67	2	cerebellar_mask	suit	3.1715540523978993
sub-68	2	cerebellar_mask	suit	2.8620033012265336
sub-69	2	cerebellar_mask	suit	2.763705328329793
sub-70	2	cerebellar_mask	suit	2.2592281121701774
sub-71	2	cerebellar_mask	suit	2.4987486459689703
sub-72	2	cerebellar_mask	suit	3.495163916620977
sub-73	2	cerebellar_mask	suit	2.2568915536546084
sub-74	2	cerebellar_mask	suit	2.477335946321404
sub-75	2	cerebellar_mask	suit	3.075404796691699
sub-76	2	cerebellar_mask	suit	2.594071579445536
sub-77	2	cerebellar_mask	suit	2.2412496157010176
sub-78	2	cerebellar_mask	suit	2.5763400792217235
sub-79	2	cerebellar_mask	suit	2.2376450508326498
sub-80	2	cerebellar_mask	suit	2.553230238058268
